form	lemma	id	pos	pers	num	tense	mood	voice	gend	case	degree
προσήκει	προσήκω	1	v	3	s	p	i	a	-	-	-
μέν	μέν	2	d	-	-	-	-	-	-	-	-
,	punc1	3	u	-	-	-	-	-	-	-	-
ὦ	ὦ	4	i	-	-	-	-	-	-	-	-
ἄνδρες	ἀνήρ	5	n	-	p	-	-	-	m	v	-
δικασταί	δικαστής	6	n	-	p	-	-	-	m	v	-
,	punc1	7	u	-	-	-	-	-	-	-	-
πᾶσιν	πᾶς	8	a	-	p	-	-	-	m	d	-
ὑμῖν	σύ	9	p	-	p	-	-	-	m	d	-
τιμωρεῖν	τιμωρέω	10	v	-	-	p	n	a	-	-	-
ὑπὲρ	ὑπέρ	11	r	-	-	-	-	-	-	-	-
τῶν	ὁ	12	l	-	p	-	-	-	m	g	-
ἀνδρῶν	ἀνήρ	13	n	-	p	-	-	-	m	g	-
οἳ	ὅς	14	p	-	p	-	-	-	m	n	-
ἀπέθανον	ἀποθνήσκω	15	v	3	p	a	i	a	-	-	-
εὖνοι	εὔνους	16	a	-	p	-	-	-	m	n	-
ὄντες	εἰμί	17	v	-	p	p	p	a	m	n	-
τῷ	ὁ	18	l	-	s	-	-	-	n	d	-
πλήθει	πλῆθος	19	n	-	s	-	-	-	n	d	-
τῷ	ὁ	20	l	-	s	-	-	-	n	d	-
ὑμετέρῳ	ὑμέτερος	21	a	-	s	-	-	-	n	d	-
,	punc1	22	u	-	-	-	-	-	-	-	-
προσήκει	προσήκω	23	v	3	s	p	i	a	-	-	-
δὲ	δέ	24	c	-	-	-	-	-	-	-	-
κἀμοὶ	ἐγώ	25	p	1	s	-	-	-	m	d	-
οὐχ	οὐ	26	d	-	-	-	-	-	-	-	-
ἥκιστα	ἥκιστος	27	a	-	p	-	-	-	n	a	-
:	punc1	28	u	-	-	-	-	-	-	-	-

κηδεστὴς	κηδεστής	1	n	-	s	-	-	-	m	n	-
γάρ	γάρ	2	d	-	-	-	-	-	-	-	-
μοι	ἐγώ	3	p	1	s	-	-	-	m	d	-
ἦν	εἰμί	4	v	3	s	i	i	a	-	-	-
Διονυσόδωρος	Διονυσόδωρος	5	n	-	s	-	-	-	m	n	-
καὶ	καί	6	c	-	-	-	-	-	-	-	-
ἀνεψιός	ἀνεψιός	7	n	-	s	-	-	-	m	n	-
.	punc1	8	u	-	-	-	-	-	-	-	-

τυγχάνει	τυγχάνω	1	v	3	s	p	i	a	-	-	-
οὖν	οὖν	2	d	-	-	-	-	-	-	-	-
ἐμοὶ	ἐγώ	3	p	1	s	-	-	-	m	d	-
ἡ	ὁ	4	l	-	s	-	-	-	f	n	-
αὐτὴ	αὐτός	5	a	-	s	-	-	-	f	n	_
ἔχθρα	ἔχθρη	6	n	-	s	-	-	-	f	n	-
πρὸς	πρός	7	r	-	-	-	-	-	-	-	-
Ἀγόρατον	Ἀγόρατος	8	n	-	s	-	-	-	m	a	-
τουτονὶ	οὗτος	9	a	-	s	-	-	-	m	a	_
καὶ	καί	10	c	-	-	-	-	-	-	-	-
τῷ	ὁ	11	l	-	s	-	-	-	n	d	-
πλήθει	πλῆθος	12	n	-	s	-	-	-	n	d	-
τῷ	ὁ	13	l	-	s	-	-	-	n	d	-
ὑμετέρῳ	ὑμέτερος	14	a	-	s	-	-	-	n	d	-
ὑπάρχουσα	ὑπάρχω	15	v	-	s	p	p	a	f	n	-
:	punc1	16	u	-	-	-	-	-	-	-	-

ἔπραξε	πράσσω	1	v	3	s	a	i	a	-	-	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
οὗτος	οὗτος	3	p	-	s	-	-	-	m	n	-
τοιαῦτα	τοιοῦτος	4	p	-	p	-	-	-	n	a	-
,	punc1	5	u	-	-	-	-	-	-	-	-
δι᾽	διά	6	r	-	-	-	-	-	-	-	-
ἃ	ὅς	7	p	-	p	-	-	-	n	a	-
ὑπ᾽	ὑπό	8	r	-	-	-	-	-	-	-	-
ἐμοῦ	ἐγώ	9	p	1	s	-	-	-	m	g	-
νυνὶ	νυνί	10	d	-	-	-	-	-	-	-	-
εἰκότως	εἰκότως	11	d	-	-	-	-	-	-	-	-
μισεῖται	μισέω	12	v	3	s	p	i	e	-	-	-
,	punc1	13	u	-	-	-	-	-	-	-	-
ὑπό	ὑπό	14	r	-	-	-	-	-	-	-	-
τε	τε	15	c	-	-	-	-	-	-	-	-
ὑμῶν	σύ	16	p	-	p	-	-	-	m	g	-
,	punc1	17	u	-	-	-	-	-	-	-	-
ἐὰν	ἐάν	18	c	-	-	-	-	-	-	-	-
θεὸς	θεός	19	n	-	s	-	-	-	m	n	-
θέλῃ	ἐθέλω	20	v	3	s	p	s	a	-	-	-
,	punc1	21	u	-	-	-	-	-	-	-	-
δικαίως	δίκαιος	22	d	-	-	-	-	-	-	-	-
τιμωρηθήσεται	τιμωρέω	23	v	3	s	f	i	p	-	-	-
.	punc1	24	u	-	-	-	-	-	-	-	-

Διονυσόδωρον	Διονυσόδωρος	1	n	-	s	-	-	-	m	a	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
τὸν	ὁ	3	l	-	s	-	-	-	m	a	-
κηδεστὴν	κηδεστής	4	n	-	s	-	-	-	m	a	-
τὸν	ὁ	5	l	-	s	-	-	-	m	a	-
ἐμὸν	ἐμός	6	a	-	s	-	-	-	m	a	-
καὶ	καί	7	c	-	-	-	-	-	-	-	-
ἑτέρους	ἕτερος	8	a	-	p	-	-	-	m	a	-
πολλούς	πολύς	9	a	-	p	-	-	-	m	a	-
,	punc1	10	u	-	-	-	-	-	-	-	-
ὧν	ὅς	11	p	-	p	-	-	-	m	g	-
δὴ	δή	12	d	-	-	-	-	-	-	-	-
τὰ	ὁ	13	l	-	p	-	-	-	n	a	-
ὀνόματα	ὄνομα	14	n	-	p	-	-	-	n	a	-
ἀκούσεσθε	ἀκούω	15	v	2	p	f	i	m	-	-	-
,	punc1	16	u	-	-	-	-	-	-	-	-
ἄνδρας	ἀνήρ	17	n	-	p	-	-	-	m	a	-
ὄντας	εἰμί	18	v	-	p	p	p	a	m	a	-
ἀγαθοὺς	ἀγαθός	19	a	-	p	-	-	-	m	a	-
περὶ	περί	20	r	-	-	-	-	-	-	-	-
τὸ	ὁ	21	l	-	s	-	-	-	n	a	-
πλῆθος	πλῆθος	22	n	-	s	-	-	-	n	a	-
τὸ	ὁ	23	l	-	s	-	-	-	n	a	-
ὑμέτερον	ὑμέτερος	24	a	-	s	-	-	-	n	a	-
,	punc1	25	u	-	-	-	-	-	-	-	-
ἐπὶ	ἐπί	26	r	-	-	-	-	-	-	-	-
τῶν	ὁ	27	l	-	p	-	-	-	m	g	-
τριάκοντα	τριάκοντα	28	a	-	_	-	-	-	_	_	_
ἀπέκτεινε	ἀποκτείνω	29	v	3	s	a	i	a	-	-	-
,	punc1	30	u	-	-	-	-	-	-	-	-
μηνυτὴς	μηνυτής	31	n	-	s	-	-	-	m	n	-
κατ᾽	κατά	32	r	-	-	-	-	-	-	-	-
ἐκείνων	ἐκεῖνος	33	p	-	p	-	-	-	m	g	-
γενόμενος	γίγνομαι	34	v	-	s	a	p	m	m	n	-
.	punc1	35	u	-	-	-	-	-	-	-	-

ποιήσας	ποιέω	1	v	-	s	a	p	a	m	n	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
ταῦτα	οὗτος	3	p	-	p	-	-	-	n	a	-
ἐμὲ	ἐγώ	4	p	1	s	-	-	-	m	a	-
μὲν	μέν	5	d	-	-	-	-	-	-	-	-
ἰδίᾳ	ἴδιος	6	a	-	s	-	-	-	f	d	-
καὶ	καί	7	c	-	-	-	-	-	-	-	-
ἕκαστον	ἕκαστος	8	a	-	s	-	-	-	m	a	-
τῶν	ὁ	9	l	-	p	-	-	-	m	g	-
προσηκόντων	προσήκω	10	v	-	p	p	p	a	m	g	-
μεγάλα	μέγας	11	a	-	p	-	-	-	n	a	-
ἐζημίωσε	ζημιόω	12	v	3	s	a	i	a	-	-	-
,	punc1	13	u	-	-	-	-	-	-	-	-
τὴν	ὁ	14	l	-	s	-	-	-	f	a	-
δὲ	δέ	15	c	-	-	-	-	-	-	-	-
πόλιν	πόλις	16	n	-	s	-	-	-	f	a	-
κοινῇ	κοινῇ	17	d	-	-	-	-	-	-	-	-
πᾶσαν	πᾶς	18	a	-	s	-	-	-	f	a	-
τοιούτων	τοιοῦτος	19	a	-	p	-	-	-	m	g	_
ἀνδρῶν	ἀνήρ	20	n	-	p	-	-	-	m	g	-
ἀποστερήσας	ἀποστερέω	21	v	-	s	a	p	a	m	n	-
οὐ	οὐ	22	d	-	-	-	-	-	-	-	-
μικρά	μικρός	23	a	-	p	-	-	-	n	a	-
,	punc1	24	u	-	-	-	-	-	-	-	-
ὡς	ὡς	25	c	-	-	-	-	-	-	-	-
