form	lemma	id	pos	pers	num	tense	mood	voice	gend	case	degree
ἐπεὶ	ἐπεί	1	c	-	-	-	-	-	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
καὶ	καί	3	d	-	-	-	-	-	-	-	-
τῶν	ὁ	4	l	-	p	-	-	-	m	g	-
πολιτικῶν	πολιτικός	5	a	-	p	-	-	-	m	g	-
οἶδά	οἶδα	6	v	1	s	r	i	a	-	-	-
τινας	τις	7	p	-	p	-	-	-	m	a	-
μνημονεύοντας	μνημονεύω	8	v	-	p	p	p	a	m	a	-
αὐτῶν	αὐτός	9	p	-	p	-	-	-	f	g	-
ἢ	ἢ	10	d	-	-	-	-	-	-	-	_
κατηγοροῦντας	κατηγορέω	11	v	-	p	p	p	a	m	a	-
ἢ	ἤ1	12	c	-	-	-	-	-	-	-	-
ἀπολογουμένους	ἀπολογέομαι	13	v	-	p	p	p	e	m	a	-
,	punc1	14	u	-	-	-	-	-	-	-	-
μνησθήσομαι	μιμνήσκω	15	v	1	s	f	i	p	-	-	-
καὶ	καί	16	d	-	-	-	-	-	-	-	-
τούτων	οὗτος	17	p	-	p	-	-	-	m	g	-
.	punc1	18	u	-	-	-	-	-	-	-	-

Δημοσθένης	Δημοσθένης	1	n	-	s	-	-	-	m	n	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
γὰρ	γάρ	3	d	-	-	-	-	-	-	-	-
ἐν	ἐν	4	r	-	-	-	-	-	-	-	-
τῷ	ὁ	5	l	-	s	-	-	-	m	d	-
κατὰ	κατά	6	r	-	-	-	-	-	-	-	-
Ἀνδροτίωνος	Ἀνδροτίων	7	n	-	s	-	-	-	m	g	-
Σινώπης	Σινώπη	8	n	-	s	-	-	-	f	g	-
μέμνηται	μιμνήσκω	9	v	3	s	r	i	e	-	-	-
καὶ	καί	10	c	-	-	-	-	-	-	-	-
Φανοστράτης	Φανοστράτη	11	n	-	s	-	-	-	f	g	-
.	punc1	12	u	-	-	-	-	-	-	-	-

καὶ	καί	1	d	-	-	-	-	-	-	-	-
περὶ	περί	2	r	-	-	-	-	-	-	-	-
μὲν	μέν	3	d	-	-	-	-	-	-	-	-
τῆς	ὁ	4	l	-	s	-	-	-	f	g	-
Σινώπης	Σινώπη	5	n	-	s	-	-	-	f	g	-
Ἡρόδικος	Ἡρόδικος	6	n	-	s	-	-	-	m	n	-
ὁ	ὁ	7	l	-	s	-	-	-	m	n	-
Κρατήτειος	Κρατήτειος	8	a	-	s	-	-	-	m	n	-
ἐν	ἐν	9	r	-	-	-	-	-	-	-	-
σ᾽	σύ	10	p	2	s	-	-	-	m	a	-
Κωμῳδουμένων	κωμῳδέω	11	v	-	p	p	p	e	n	g	_
φησὶν	φημί	12	v	3	s	p	i	a	-	-	-
ὅτι	ὅτι	13	c	-	-	-	-	-	-	-	-
Ἄβυδος	Ἄβυδος	14	n	-	s	-	-	-	f	n	-
ἐλέγετο	λέγω3	15	v	3	s	i	i	e	-	-	-
διὰ	διά	16	r	-	-	-	-	-	-	-	-
τὸ	ὁ	17	l	-	s	-	-	-	n	a	-
γραῦς	γραῦς	18	n	-	s	-	-	-	f	n	-
εἶναι	εἰμί	19	v	-	-	p	n	a	-	-	-
.	punc1	20	u	-	-	-	-	-	-	-	-

μνημονεύει	μνημονεύω	1	v	3	s	p	i	a	-	-	-
δ᾽	δέ	2	d	-	-	-	-	-	-	-	-
αὐτῆς	αὐτός	3	p	-	s	-	-	-	f	g	-
Ἀντιφάνης	Ἀντιφάνης	4	n	-	s	-	-	-	m	n	-
ἐν	ἐν	5	r	-	-	-	-	-	-	-	-
Ἀρκάδι	Ἀρκάς	6	n	-	s	-	-	-	m	d	-
καὶ	καί	7	c	-	-	-	-	-	-	-	-
ἐν	ἐν	8	r	-	-	-	-	-	-	-	-
Κηπουρῷ	κηπουρός	9	n	-	s	-	-	-	m	d	-
,	punc1	10	u	-	-	-	-	-	-	-	-
ἐν	ἐν	11	r	-	-	-	-	-	-	-	-
Ἀκεστρίᾳ	ἀκέστρια	12	n	-	s	-	-	-	f	d	-
,	punc1	13	u	-	-	-	-	-	-	-	-
ἐν	ἐν	14	r	-	-	-	-	-	-	-	-
Ἁλιευομένῃ	ἁλιεύω	15	v	-	s	p	p	e	f	d	-
,	punc1	16	u	-	-	-	-	-	-	-	-
ἐν	ἐν	17	r	-	-	-	-	-	-	-	-
Νεοττίδι	νεοσσίς	18	n	-	s	-	-	-	f	d	-
,	punc1	19	u	-	-	-	-	-	-	-	-
καὶ	καί	20	d	-	-	-	-	-	-	-	-
Ἄλεξις	Ἄλεξις	21	n	-	s	-	-	-	m	n	-
ἐν	ἐν	22	r	-	-	-	-	-	-	-	-
Κλεοβουλίνῃ	Κλεοβουλίνη	23	n	-	s	-	-	-	f	d	-
καὶ	καί	24	c	-	-	-	-	-	-	-	-
Καλλικράτης	Καλλικράτης	25	n	-	s	-	-	-	m	n	-
ἐν	ἐν	26	r	-	-	-	-	-	-	-	-
Μοσχίωνι	Μοσχίων	27	n	-	s	-	-	-	m	d	-
.	punc1	28	u	-	-	-	-	-	-	-	-

περὶ	περί	1	r	-	-	-	-	-	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
τῆς	ὁ	3	l	-	s	-	-	-	f	g	-
Φανοστράτης	Φανοστράτη	4	n	-	s	-	-	-	f	g	-
Ἀπολλόδωρός	Ἀπολλόδωρος	5	n	-	s	-	-	-	m	n	-
φησιν	φημί	6	v	3	s	p	i	a	-	-	-
ἐν	ἐν	7	r	-	-	-	-	-	-	-	-
τῷ	ὁ	8	l	-	s	-	-	-	m	d	-
περὶ	περί	9	r	-	-	-	-	-	-	-	-
τῶν	ὁ	10	l	-	p	-	-	-	f	g	-
Ἀθήνησιν	Ἀθῆναι	11	d	-	-	-	-	-	-	-	-
Ἑταιρίδων	ἑταιρίς	12	n	-	p	-	-	-	f	g	-
ὅτι	ὅτι	13	c	-	-	-	-	-	-	-	-
Φθειροπύλη	φθειροπύλη	14	n	-	s	-	-	-	f	n	-
ἐπεκαλεῖτο	ἐπικαλέω	15	v	3	s	i	i	e	-	-	-
,	punc1	16	u	-	-	-	-	-	-	-	-
ἐπειδήπερ	ἐπεί	17	c	-	-	-	-	-	-	-	-
ἐπὶ	ἐπί	18	r	-	-	-	-	-	-	-	-
τῆς	ὁ	19	l	-	s	-	-	-	f	g	-
θύρας	θύρα	20	n	-	s	-	-	-	f	g	-
ἑστῶσα	ἵστημι	21	v	-	s	r	p	a	f	n	-
ἐφθειρίζετο	φθειρίζομαι	22	v	3	s	i	i	e	-	-	-
.	punc1	23	u	-	-	-	-	-	-	-	-

Ὑπερείδης	Ὑπερείδης	1	n	-	s	-	-	-	m	n	-
δ᾽	δέ	2	d	-	-	-	-	-	-	-	-
ἐν	ἐν	3	r	-	-	-	-	-	-	-	-
τῷ	ὁ	4	l	-	s	-	-	-	m	d	-
κατὰ	κατά	5	r	-	-	-	-	-	-	-	-
Ἀρισταγόρας	Ἀρισταγόρη	6	n	-	s	-	-	-	f	g	-
φησί	φημί	7	v	3	s	p	i	a	-	-	-
:	punc1	8	u	-	-	-	-	-	-	-	-

καὶ	καί	1	d	-	-	-	-	-	-	-	-
πάλιν	πάλιν	2	d	-	-	-	-	-	-	-	-
τὰς	ὁ	3	l	-	p	-	-	-	f	a	-
Ἀφύας	ἀφύη	4	n	-	p	-	-	-	f	a	-
καλουμένας	καλέω	5	v	-	p	f	p	m	f	a	-
τὸν	ὁ	6	l	-	s	-	-	-	m	a	-
αὐτὸν	αὐτός	7	a	-	s	-	-	-	m	a	-
τρόπον	τρόπος	8	n	-	s	-	-	-	m	a	-
ἐκαλέσατε	καλέω	9	v	2	p	a	i	a	-	-	-
.	punc1	10	u	-	-	-	-	-	-	-	-

ἑταιρῶν	ἑταίρα	1	n	-	p	-	-	-	f	g	-
ἐπωνυμίαι	ἐπωνυμία	2	n	-	p	-	-	-	f	n	-
αἱ	ὁ	3	l	-	p	-	-	-	f	n	-
ἀφύαι	ἀφύη	4	n	-	p	-	-	-	f	n	-
,	punc1	5	u	-	-	-	-	-	-	-	-
περὶ	περί	6	r	-	-	-	-	-	-	-	-
ὧν	ὅς	7	p	-	p	-	-	-	f	g	-
ὁ	ὁ	8	l	-	s	-	-	-	m	n	-
προειρημένος	προερέω	9	v	-	s	r	p	e	m	n	-
Ἀπολλόδωρός	Ἀπολλόδωρος	10	n	-	s	-	-	-	m	n	-
φησι	φημί	11	v	3	s	p	i	a	-	-	-
:	punc1	12	u	-	-	-	-	-	-	-	-

Σταγόνιον	Σταγόνιον	1	n	-	s	-	-	-	f	n	-
καὶ	καί	2	c	-	-	-	-	-	-	-	-
